"","Gene","BF"
"1","GPR88",0.747010156473704
"2","KIF1B",0.965714202806043
"3","AMY1A",0.78974234137507
"4","AMY1C",0.991232447295914
"5","AMPD2",1.09438381160407
"6","AHCYL1",0.897803635391959
"7","RBM15",1.53949122054198
"8","MTOR",1.1018582789975
"9","KCND3",1.23144679113997
"10","RSBN1",1.19767592710106
"11","ATP1A1",1.02059797331078
"12","NOTCH2",1
"13","PRAMEF6",0.699068347311393
"14","PRAMEF14",0.457273295808157
"15","PRAMEF19",0.414608476011119
"16","NBPF15",0.864292502245132
"17","GPR89A",1
"18","SETDB1",1.22065001649637
"19","PI4KB",0.999301279242891
"20","POGZ",1.09438381160407
"21","TCHH",1
"22","INTS3",2.77951797643989
"23","DENND4B",1.08009136274887
"24","UBAP2L",1.22065001649637
"25","ADAR",0.691989858559225
"26","KCNN3",0.839244134231136
"27","TRIM46",0.555788410975693
"28","ASH1L",1.38517250334503
"29","ARHGEF2",1.09968409847323
"30","MEX3A",0.911910615407441
"31","LMNA",0.954271426565398
"32","SPEN",1.32107562095365
"33","ZBTB17",2.90038736730845
"34","ATP1A2",0.856499103443031
"35","COPA",1.38372313245104
"36","CDK11B",0.920771505831013
"37","POGK",0.821334223963386
"38","DNM3",1.01918222523761
"39","GNB1",1
"40","CACNA1E",0.521351321517338
"41","DHX9",0.608531534200574
"42","TPR",0.820373643937604
"43","UBR4",0.72119118900577
"44","CDC73",0.642296736351873
"45","GPR25",0.796206374644295
"46","KIF21B",0.510654849921285
"47","NAV1",0.883589940390313
"48","TMCC2",1
"49","PROX1",1.08478874385734
"50","ACTA1",1
"51","KDM1A",1.07529182085374
"52","HNRNPR",0.806051367723017
"53","RYR2",1.33062287836965
"54","FMN2",1
"55","HNRNPU",1
"56","ZNF672",1.18717524028779
"57","RPS6KA1",1
"58","WDTC1",1.41958363558388
"59","AHDC1",1
"60","OPRD1",0.782818233774416
"61","PUM1",0.791979133178446
"62","KPNA6",0.939521387006245
"63","EIF3I",0.982541764572247
"64","DLGAP3",1
"65","ZMYM4",1
"66","NCDN",0.945904801538982
"67","MACF1",0.902589583451625
"68","KCNQ4",0.752161339586353
"69","SZT2",1
"70","JUN",0.820373643937604
"71","CHD5",0.916071949063263
"72","JAK1",0.767339056996561
"73","SERBP1",0.897803635391959
"74","LRRC7",1.27059614881843
"75","PTGER3",1.09438381160407
"76","RERE",0.973939975939391
"77","PIK3CD",0.661263297739821
"78","WNT8B",0.879974461854517
"79","PITX3",1
"80","FBXL15",0.937574777835812
"81","TRIM8",0.830967362628008
"82","INA",0.641780883576842
"83","CELF2",1.17350436884814
"84","SMC3",0.782423145410187
"85","TCF7L2",0.963999002027365
"86","PDZD8",1
"87","PRLHR",1
"88","EIF3A",1
"89","EBF3",1.18717524028779
"90","ZMYND11",0.991232447295914
"91","DIP2C",1.0167435856705
"92","ANXA8L1",0.90574480066827
"93","TUBB8",0.574205799940334
"94","ASAH2",0.167615632833073
"95","EGR2",0.889932094700739
"96","HK1",0.62676621650519
"97","PPP3CB",1.06066392190088
"98","ZNF503",1
"99","KCNMA1",1.20768351062792
"100","ZMIZ1",4.17386271001725
"101","GATA3",1
"102","GLUD1",1.0658502465777
"103","ACTA2",0.973927277867393
"104","PANK1",1.09438381160407
"105","BTAF1",0.813180974777338
"106","TM9SF3",0.897803635391959
"107","SLIT1",1.65225012024088
"108","CTR9",0.901714641064195
"109","CUL5",0.685922801003614
"110","ZBTB16",0.945855390877351
"111","DSCAML1",1.09438381160407
"112","BCL9L",1
"113","ABCG4",0.90574480066827
"114","STT3A",0.893448065292995
"115","PRDM10",1.30678587817431
"116","ADAMTS15",1.06258625410254
"117","IGSF9B",1.09338124647032
"118","B3GAT1",0.992352881526787
"119","BRSK2",0.925430341577901
"120","MYOD1",1
"121","KCNC1",0.857904836388237
"122","PAX6",1.40671965741662
"123","CSTF3",1.32164320366501
"124","CAPRIN1",2.76195344466296
"125","B4GALNT4",1
"126","CHST1",1.48283514386544
"127","DGKZ",0.862957190928181
"128","LRP4",1.09438381160407
"129","RTN4RL2",0.689208054801068
"130","DDB1",2.20489656644653
"131","DAGLA",0.870630049312055
"132","EML3",0.867290044607058
"133","MARK2",1.43370367073136
"134","PLCB3",0.774366159510209
"135","RPS6KA4",1.02934843833282
"136","TRIM3",2.22894669853699
"137","NRXN2",1.29650637313192
"138","SF1",0.770758583815625
"139","MEN1",0.648783779054961
"140","LTBP3",1.65225012024088
"141","PACS1",1.60856287306131
"142","RBM14",1.05302235657439
"143","SPTBN2",1.22065001649637
"144","PC",0.973927277867393
"145","KDM2A",0.982541764572246
"146","PPP1CA",1.29922536450813
"147","PITPNM1",0.673012915667462
"148","PDE2A",1.61210425350692
"149","CREBZF",0.819193021476715
"150","GRM5",0.94820445899536
"151","IPO7",1
"152","FUT4",1.19994595616896
"153","HCFC2",0.715305019568056
"154","ATP2A2",1.57273644599133
"155","CUX2",1.09438381160407
"156","MED13L",0.965388319128744
"157","NOS1",1.08932891543772
"158","KSR2",0.708335878894353
"159","CIT",1.62348661449019
"160","KDM2B",1.93920929358472
"161","PITPNM2",2.269240177525
"162","UBC",0.87439545067674
"163","EP400",1.18069988958376
"164","ZNF605",1
"165","GRIN2B",0.518702057890765
"166","FBXL14",1.56981437320319
"167","CACNA1C",1.67491414613912
"168","ITPR2",1.2099479031435
"169","KCNA6",1.08629562607711
"170","DDX23",0.810277922677225
"171","WNT1",1
"172","DDN",1
"173","DHH",0.54367730105154
"174","KCNA1",0.973927277867393
"175","TUBA1B",1.09438381160407
"176","KCNH3",0.636614448503892
"177","FMNL3",1
"178","ASIC1",0.991232447295914
"179","SLC4A8",1.48283514386544
"180","SCN8A",0.700842719885515
"181","ACVR1B",0.99262231192577
"182","ESPL1",0.854107830014467
"183","MAP3K12",1.3171269484685
"184","GDF11",0.90574480066827
"185","SMARCC2",1.19767592710106
"186","ANKRD52",1
"187","LRP1",1.28539881758187
"188","KIF5A",1.08478874385734
"189","AGAP2",1.12578574782294
"190","CHD4",1.33187842109676
"191","CAND1",0.90574480066827
"192","CPSF6",1.09438381160407
"193","WNK1",0.918547514929974
"194","PPFIA2",0.982541764572246
"195","ATP2B1",0.679908936694881
"196","PLXNC1",1.4723336959428
"197","NALCN",0.685723246540834
"198","ARGLU1",0.772123487045614
"199","ARHGEF7",1.09438381160407
"200","PSPC1",0.806051367723017
"201","XPO4",1.3107171461673
"202","CDK8",1.13131589695109
"203","FRY",1.16008695294188
"204","PDS5B",1.8081957843125
"205","NBEA",0.982541764572246
"206","DCLK1",0.748455703215934
"207","KBTBD6",0.720492982604302
"208","PCDH17",1
"209","MYCBP2",0.997978097290749
"210","IPO5",1
"211","YY1",1
"212","DYNC1H1",3.14964286237241
"213","AKT1",0.92311900144248
"214","MTA1",1.61789944405729
"215","ZNF219",0.680181747572453
"216","SUPT16H",0.604241320352666
"217","CHD8",0.625782114614818
"218","METTL3",0.775954833652079
"219","MYH7",1.85325334107229
"220","NYNRIN",1
"221","HECTD1",1
"222","BAZ1A",0.897803635391959
"223","RALGAPA1",0.868854164801067
"224","SSTR1",0.897803635391959
"225","TRIM9",0.864281233739176
"226","TMEM30B",1
"227","KCNH5",1
"228","GPHN",0.799501331036228
"229","ZFP36L1",1.40125988287042
"230","ACTN1",0.991232447295914
"231","RBM25",1.22723875075941
"232","ACOT1",1
"233","IRF2BPL",1
"234","EML5",0.90574480066827
"235","DICER1",0.922926875684393
"236","BCL11B",1.05650534836617
"237","CYP46A1",1.35496748157211
"238","GOLGA6L1",1
"239","UBE3A",1.09438381160407
"240","HERC2",0.725524230891901
"241","SLC12A6",0.505205766056589
"242","ACTC1",0.939521387006245
"243","AQR",0.387796998549795
"244","MEIS2",1.08478874385734
"245","RHOV",1.08478874385734
"246","INO80",1.71797943725696
"247","RTF1",1.63714452765435
"248","CKMT1B",0.75730249900141
"249","SEMA6D",0.46252297525224
"250","FBN1",1.26353002084544
"251","MYO5A",0.982541764572246
"252","FOXB1",1.56011308767935
"253","HERC1",0.656395140281269
"254","PIAS1",1
"255","FEM1B",1.07527780137277
"256","TLE3",0.832640349683734
"257","ARIH1",1.19767592710106
"258","HCN4",1
"259","CSK",1.09537968428004
"260","SIN3A",1.18717524028779
"261","LINGO1",1.3107171461673
"262","RASGRF1",0.480533960771372
"263","SLCO3A1",1.10613609424095
"264","CHD2",1.22065001649637
"265","NR2F2",1.09438381160407
"266","GRIN2A",1.12003268090748
"267","MAPK8IP3",1.28541557662241
"268","SMG1",1.33949349459177
"269","CASKIN1",1.03124045865076
"270","PRKCB",1.03518290212283
"271","CACNG3",0.836110235954611
"272","PDPK1",0.897803635391959
"273","GTF3C1",0.769851174338541
"274","SLX1B",1
"275","SULT1A4",0.939521387006245
"276","TAOK2",0.84835683045374
"277","PPP4C",0.889932094700739
"278","CORO1A",0.760449222652822
"279","ZNF768",1
"280","ZNF689",0.875375122103055
"281","SRCAP",0.714601182423655
"282","ZSCAN10",1.00935534984191
"283","FBXL19",1.03222096965654
"284","SETD1A",1.19767592710106
"285","ZNF668",0.796797186941973
"286","KAT8",1.46194314017322
"287","CREBBP",1.29922536450813
"288","CYLD",1.4218512065431
"289","CHD9",1.28539881758187
"290","ZNF319",0.734078905502504
"291","CNOT1",1.12928597660186
"292","CTCF",1
"293","EDC4",1.48339616452906
"294","FBXL16",0.820373643937604
"295","CLEC18A",1
"296","CLEC18C",1
"297","SF3B3",2.46774184044372
"298","DHX38",1.09438381160407
"299","GLG1",1.31987209827695
"300","KLHL36",1
"301","SLC7A5",1.22723875075941
"302","USP7",0.889932094700739
"303","TUBB3",1.08478874385734
"304","ABR",1.30103012106773
"305","NCOR1",0.791979133178446
"306","PRPF8",1.91671565027277
"307","USP22",0.813180974777338
"308","KIAA0100",0.90574480066827
"309","SUPT6H",0.609577949148397
"310","MYO18A",0.806775958450361
"311","TAOK1",2.17983172535593
"312","GIT1",0.489138072056336
"313","NF1",0.41233697527206
"314","CDK5R1",0.889932094700739
"315","ASIC2",1.31073423530842
"316","AP2B1",1.4965169558117
"317","LHX1",0.801551514882014
"318","ACACA",6.01723057914568
"319","SRCIN1",1.01024649136277
"320","MLLT6",1
"321","THRA",0.705263763888248
"322","RARA",1.77186211268471
"323","TOP2A",1.04769440064266
"324","KLHL11",0.813180974777338
"325","ACLY",0.801180980756718
"326","KAT2A",1.7961812844672
"327","STAT5B",1.63941868840122
"328","STAT5A",0.768307092224675
"329","STAT3",0.665756136118103
"330","TUBG1",0.822044867345507
"331","CNTNAP1",0.555044387469428
"332","EZH1",1.48283514386544
"333","DHX8",1.29922536450813
"334","NAGS",2.63714645517092
"335","UBTF",0.973927277867393
"336","EFTUD2",0.954271426565398
"337","NSF",1.19767592710106
"338","CDC27",0.991245370992855
"339","KPNB1",1.08478874385734
"340","SP6",1.09438381160407
"341","HOXB8",0.709042789494789
"342","CHRNE",1
"343","IGF2BP1",1.01919551334399
"344","KAT7",1.42113359823618
"345","COL1A1",1.28539881758187
"346","CACNA1G",0.350534907655312
"347","DHX40",1.28783433765032
"348","CLTC",0.770123002568698
"349","TLK2",0.982541764572246
"350","MRC2",1
"351","PSMC5",1.09438381160407
"352","HELZ",0.782047965797578
"353","BPTF",1.02620687458213
"354","DLG4",1.2797475689835
"355","SOX9",1.01705730511918
"356","NEURL4",1
"357","NLGN2",0.528426984122179
"358","EIF4A1",0.820373643937604
"359","UNK",0.836121137166863
"360","GALR2",1
"361","UBE2O",0.939521387006245
"362","SRSF2",0.90574480066827
"363","KDM6B",0.607407610440606
"364","CHD3",1.54751858124309
"365","CBX4",0.820373643937604
"366","RPTOR",0.762166361338764
"367","MYH10",3.3026198923026
"368","TUBB6",0.905169978759163
"369","ROCK1",1.13050890269412
"370","MIB1",0.871925889933223
"371","DLGAP1",0.732438406485722
"372","CXXC1",1.43442762635739
"373","TCF4",1.06655284508159
"374","ONECUT2",0.90574480066827
"375","ZNF236",1.02681913210402
"376","DNMT1",0.740668171249492
"377","ILF3",1.1213970251996
"378","DNM2",4.26183970499446
"379","SMARCA4",1.32138664796912
"380","TNPO2",0.982541764572246
"381","NFIX",0.982541764572246
"382","NACC1",0.961207968919275
"383","APC2",0.630369257130827
"384","TECR",0.923131037075744
"385","NOTCH3",0.754167587476167
"386","BRD4",1
"387","WIZ",1.28539881758187
"388","CHERP",0.736927339273156
"389","SIN3B",1.35676110321354
"390","ANO8",1
"391","UNC13A",1.89356846730231
"392","KCNN1",1.18717524028779
"393","MAST3",1.00469638396852
"394","UPF1",0.787727672059652
"395","MAU2",0.858523530834534
"396","TSSK6",1.1188455670438
"397","ATP13A1",1
"398","AP3D1",1.00679432594193
"399","DOT1L",0.581100086100305
"400","ZNF536",1.03532323761796
"401","GNA11",1.09438381160407
"402","CHST8",0.90574480066827
"403","ATP4A",0.783725626111433
"404","LRFN3",0.88993209470074
"405","CLIP3",2.02082900103858
"406","PIP5K1C",1.46483784017116
"407","RYR1",1
"408","MAP4K1",1.19024437873411
"409","ACTN4",1.11947543013609
"410","HNRNPL",0.897803635391959
"411","LRFN1",1
"412","SAMD4B",1
"413","SUPT5H",3.01706254937751
"414","HNRNPUL1",1
"415","ATP1A3",0.578720606869961
"416","GRIK5",0.492809535644716
"417","MEGF8",1
"418","CADM4",0.851315471319636
"419","CLASRP",0.90574480066827
"420","NKPD1",0.939521387006245
"421","MARK4",0.931284083729051
"422","PPP1R13L",1
"423","GPR4",0.92311900144248
"424","FBXO46",0.90574480066827
"425","DMWD",0.724144173713425
"426","SYMPK",1.28539881758187
"427","PRKD2",1.52888503925089
"428","ARHGAP35",1.28539881758187
"429","ZC3H4",1
"430","RUVBL2",1.60966763816742
"431","PPFIA3",0.941704253858584
"432","SLC17A7",0.975911312918245
"433","PRR12",1
"434","PRMT1",0.90574480066827
"435","AP2A1",0.625864219862075
"436","LRRC4B",0.792491660979381
"437","SHANK1",1
"438","PTPRS",1.21094858268692
"439","PPP2R1A",1.01918222523761
"440","PRKCG",0.842512662540485
"441","CNOT3",1.43444632843678
"442","BRSK1",0.769396258530005
"443","U2AF2",1.19767592710106
"444","SAFB2",1
"445","SAFB",0.623172542687983
"446","ZNF835",1
"447","ZBTB45",1.19767592710106
"448","HCN2",1.45694745882329
"449","KHSRP",0.798984269874305
"450","TUBB4A",1.08478874385734
"451","C3",0.510654849921285
"452","VAV1",1.21122703291266
"453","INSR",0.915868138409726
"454","PNPLA6",1.57841377618219
"455","CAMSAP3",1.25571593657693
"456","XAB2",1
"457","EVI5L",0.983906615308026
"458","MAP2K7",1.49595097286274
"459","ELAVL1",1.19767592710106
"460","MAP4K4",0.867290044607058
"461","KCNF1",1.01918222523761
"462","ROCK2",1.75280634047982
"463","WDR33",1
"464","LCT",1
"465","ZEB2",0.843505716782702
"466","KIF5C",0.90574480066827
"467","KCNJ3",1.08478874385734
"468","NR4A2",1
"469","MYCN",1.12524214821398
"470","SLC4A10",1.08684481088295
"471","PXDN",1
"472","SCN3A",0.708335878894353
"473","SCN2A",0.766233125108697
"474","SCN1A",1.73887225567724
"475","TLK1",1.4218512065431
"476","MYT1L",0.775954833652079
"477","NCKAP1",1.19767592710106
"478","STAT1",0.973939975939391
"479","SF3B1",1.3107171461673
"480","SATB2",1.11539107066316
"481","FZD7",1.01918222523761
"482","RHOB",0.991232447295914
"483","TUBA4A",0.813180974777338
"484","SPEG",0.931809905053175
"485","CUL3",1.92218854148492
"486","TRIP12",1.08601492894157
"487","PSMD1",1.08478874385734
"488","INPP5D",1.08478874385734
"489","ATAD2B",1.28539881758187
"490","KIF1A",1.29520820141829
"491","HDLBP",1.27414562780772
"492","ADCY3",0.626086333335247
"493","DNMT3A",1.19767592710106
"494","CAD",0.706895976288915
"495","BIRC6",1.47487417725419
"496","KCNG3",0.770758583815625
"497","SIX3",1.16287719492283
"498","PRKCE",1.35494981572507
"499","KCNK12",1.19767592710106
"500","NRXN1",0.997389913031103
"501","SPTBN1",0.777911028789747
"502","SOX11",0.820373643937604
"503","XPO1",0.982541764572246
"504","GFPT1",1.07527780137277
"505","PCBP1",1.08480288734206
"506","EGR4",1
"507","HTRA2",0.940826478049265
"508","CTNNA2",2.8635345014863
"509","GPAT2",1.43442762635739
"510","SNRNP200",0.796692115419185
"511","ZAP70",1.12080722284547
"512","INPP4A",0.813180974777338
"513","STK35",0.897803635391959
"514","KIF3B",1
"515","RBM39",0.714601182423655
"516","SRC",1.20996367845438
"517","CENPB",0.78974234137507
"518","PPP1R16B",0.823634656828512
"519","TOP1",0.991232447295914
"520","PLCG1",0.820384339976037
"521","CHD6",0.900676674473374
"522","SLC12A5",1.04162063005067
"523","CSNK2A1",1.27412901570295
"524","KCNB1",1.08478874385734
"525","KCNG1",1.14284821412266
"526","ATP9A",0.736534439906929
"527","ZFP64",0.843505716782702
"528","RBM38",1.16077342568081
"529","GNAS",1.30603789237035
"530","LRRN4",1
"531","KCNQ2",1.49205678885058
"532","EEF1A2",0.991232447295914
"533","PRPF6",0.784412951213335
"534","PLCB4",0.765713138665581
"535","ADAMTS5",1
"536","ITSN1",0.54366222379478
"537","DYRK1A",0.551326472013638
"538","DSCAM",1.28539881758187
"539","PRDM15",1
"540","ABCG1",1
"541","ADARB1",1.05639411894495
"542","HIRA",1.35494981572507
"543","PI4KA",3.48463919285948
"544","TOP3B",0.930236854882761
"545","GNAZ",0.812010703486099
"546","BCR",0.44642481497495
"547","SMARCB1",0.708335878894353
"548","ZNRF3",1
"549","SF3A1",1.5381322973515
"550","MORC2",0.431241390445129
"551","PATZ1",0.784501660889913
"552","MYH9",1.02346407129944
"553","EIF3D",0.889932094700739
"554","CACNG2",1.786264125241
"555","CSNK1E",1.56983484045612
"556","KCNJ4",0.882129568157393
"557","CBX6",1
"558","MGAT3",0.721760626627558
"559","CACNA1I",0.799030797020115
"560","ACO2",1
"561","BRD1",1.34329089983608
"562","SCO2",1
"563","ATP2B2",2.2959649105772
"564","SLC6A1",0.761453812333101
"565","ATP6V1A",1.00587189510124
"566","ZBTB20",1.25008173153361
"567","CASR",1
"568","ADCY5",1.77504837134672
"569","KALRN",0.686915586097753
"570","PLXNA1",3.47646433389846
"571","SEC61A1",1
"572","PLXND1",0.683950618241203
"573","STAG1",1.19767592710106
"574","PAQR9",0.769161636957154
"575","U2SURP",0.90574480066827
"576","CHST2",0.87439545067674
"577","TSC22D2",1
"578","MED12L",2.12380035090713
"579","PLCL2",0.897803635391959
"580","TNIK",0.424247711903033
"581","PIK3CA",1.22723875075941
"582","SOX2",0.897803635391959
"583","SATB1",0.661263297739821
"584","ABCC5",1
"585","DVL3",1.05450731189273
"586","AP2M1",1.02819699659544
"587","TRA2B",1.43442762635739
"588","EIF4A2",1.09438381160407
"589","TP63",1
"590","PAK2",0.991232447295914
"591","TRIM71",0.772166043556782
"592","CLASP2",1.28539881758187
"593","EPM2AIP1",1
"594","SCN5A",0.656395140281269
"595","CTNNB1",0.92311900144248
"596","SNRK",1.01684761551918
"597","ITPR1",0.691114930838158
"598","SMARCC1",0.881684357362492
"599","DHX30",1.32419333622044
"600","PLXNB1",1
"601","CELSR3",0.865256862001888
"602","QRICH1",1
"603","RBM5",1.01024649136277
"604","SEMA3F",0.931284083729051
"605","DOCK3",1
"606","CACNA1D",1.93077740889967
"607","FEZF2",1.09438381160407
"608","CADPS",1
"609","CPNE9",0.90574480066827
"610","BRPF1",0.644461685616708
"611","KIAA1109",1.43442762635739
"612","PCDH10",1
"613","TBC1D9",1
"614","SMARCA5",0.889932094700739
"615","ABCE1",1.08478874385734
"616","MAB21L2",1.28783433765032
"617","RAPGEF2",0.950634471158874
"618","CLCN3",0.779049411197142
"619","DHX15",0.966013068357004
"620","HTT",1.18069988958376
"621","ADRA2C",1
"622","PDS5A",1.08611415866667
"623","RBM47",0.784096433765999
"624","PHOX2B",0.897803635391959
"625","FRYL",1.37328255520328
"626","NOA1",0.864443556216355
"627","POLR2B",0.500448310647366
"628","PPP2R2C",0.969709952031387
"629","TADA2B",1.00001303800837
"630","ANKRD17",1.49657360972039
"631","CNOT6L",1.18717524028779
"632","WDFY3",1.4613710728235
"633","MARCH6",0.714601182423655
"634","TERT",1.04214660144261
"635","AFF4",0.973927277867393
"636","DDX46",0.779694992508357
"637","TRPC7",1.09438381160407
"638","HNRNPA0",0.931284083729051
"639","KDM3B",1.4006752017411
"640","ETF1",0.90574480066827
"641","CTNNA1",0.64088861270873
"642","PURA",0.897803635391959
"643","IK",1.0658502465777
"644","PCDHGC3",1
"645","HDAC3",0.982541764572246
"646","TRIO",0.490317637821168
"647","TCERG1",1
"648","CSNK1A1",1.3107171461673
"649","CAMK2A",1.30557896852983
"650","GRIA1",2.09829661226675
"651","CYFIP2",0.684374145905022
"652","EBF1",0.819315649135485
"653","CPEB4",1.03740774720277
"654","UNC5A",1
"655","NSD1",1.79166446832112
"656","F12",0.846266994377376
"657","DDX41",1.12524214821398
"658","HNRNPH1",1.5259936501284
"659","DROSHA",0.842375353069022
"660","NIPBL",1.34954749172239
"661","RICTOR",0.982541764572246
"662","HCN1",1.15445902866254
"663","IL6ST",1
"664","KIF2A",1.07527780137277
"665","MAST4",1
"666","TNPO1",1.19767592710106
"667","ADCY2",1.00973661995646
"668","HMGCR",1.08478874385734
"669","PDE8B",1.25733262029544
"670","MEF2C",1.750934105776
"671","TFAP2A",0.723685283546149
"672","BEND3",1
"673","CDK19",0.991232447295914
"674","MED23",1.37999386843385
"675","GFOD1",0.874961314041958
"676","HIVEP2",0.364914559564124
"677","GRM1",1.43442762635739
"678","LPA",1.98170821851346
"679","SOX4",0.90574480066827
"680","GABBR1",0.794325747434275
"681","TRIM39",0.834632400819298
"682","DHX16",1
"683","MDC1",1
"684","TUBB",0.90574480066827
"685","VARS2",1
"686","HLA-C",1
"687","HLA-B",1
"688","DDX39B",1
"689","LTB",1
"690","PRRC2A",1
"691","VARS",1
"692","EHMT2",1.20562691104453
"693","ZBTB12",0.982541764572246
"694","CFB",1
"695","RXRB",1
"696","SYNGAP1",2.10877234926339
"697","ITPR3",0.849902675319781
"698","SCUBE3",0.393126219616076
"699","DEF6",0.573102197427913
"700","BRPF3",0.991232447295914
"701","USP49",0.858523530834534
"702","SRF",1.43442762635739
"703","LRRC73",1.12491478325096
"704","GTPBP2",0.997980215131813
"705","TMEM63B",0.938169385507816
"706","KCNQ5",0.768394788294888
"707","EEF1A1",0.806051367723017
"708","PHIP",0.63595481862605
"709","ACTL6B",1.15562610306534
"710","SRRT",0.866117259555607
"711","VGF",1.09438381160407
"712","CUX1",1.35546245183835
"713","DOCK4",0.714601182423655
"714","FLNC",1.87018111127549
"715","NRF1",0.984704909234062
"716","MKLN1",0.782047965797578
"717","PLXNA4",1.09438381160407
"718","TRIM24",1.02819699659544
"719","BRAF",0.521713769827434
"720","CUL1",0.857505283794759
"721","EZH2",0.976071457044379
"722","ZNF282",1.76828871855356
"723","ZNF777",1.64664699496173
"724","REPIN1",1.08478874385734
"725","ZNF775",1.07527780137277
"726","KCNH2",1.02245176448378
"727","AGAP3",1.19767592710106
"728","CARD11",0.635625564936321
"729","ELMO1",0.883126678539448
"730","HECW1",0.656395140281269
"731","GCK",0.841658271640467
"732","OGDH",1.23982980671976
"733","ADCY1",0.858502869579972
"734","IKZF1",0.996516439051798
"735","FBXL18",1
"736","ACTB",0.905756609776559
"737","FSCN1",1.06819680155817
"738","AUTS2",1.19767592710106
"739","BAZ1B",0.798833107716482
"740","GTF2I",0.855860633666766
"741","NCF1",1
"742","YWHAG",1
"743","GRM3",0.673012915667462
"744","TRRAP",1.22266714976613
"745","PABPC1",0.90574480066827
"746","UBR5",1.02749197028577
"747","XKR6",0.88879738183577
"748","KCNV1",1.8801288848027
"749","HAS2",1
"750","FAM84B",1.19767592710106
"751","KCNK9",1.19767592710106
"752","ARC",0.659453202439082
"753","TIGD5",1.28426418411406
"754","FAM83H",1
"755","PUF60",0.90574480066827
"756","CPSF1",1
"757","ARHGAP39",1.02819699659544
"758","XPO7",0.991232447295914
"759","EGR3",1
"760","SOX17",1.36316971534945
"761","XKR4",1.19767592710106
"762","CHD7",0.90574480066827
"763","BHLHE22",0.794695733301514
"764","VCPIP1",1
"765","ARFGEF1",0.596239650130484
"766","ZFHX4",1
"767","RNF20",0.820373643937604
"768","ZNF462",1.1919278300942
"769","LHX2",1.24988921865137
"770","HSPA5",0.880837910773558
"771","STXBP1",1.60271316220031
"772","DNM1",2.05147550868049
"773","SPTAN1",0.289689337491545
"774","ZER1",1.09432687648246
"775","LRRC8A",1.33129478284935
"776","NTNG2",0.720475823542362
"777","GTF3C4",1.04428464858919
"778","TSC1",1
"779","ADAMTSL2",1
"780","BRD3",0.820373643937604
"781","KCNT1",1
"782","NACC2",1.09438381160407
"783","NOTCH1",0.721634451586176
"784","ABCA2",0.257173406062762
"785","GRIN1",1.2302683720659
"786","CACNA1B",1.39315533106606
"787","SMARCA2",2.04039845638083
"788","SMU1",0.820373643937604
"789","VCP",1.11501576164123
"790","TLN1",1.41596907403937
"791","NPR2",0.813180974777338
"792","CNTNAP3",1
"793","APBA1",1
"794","TRPM3",0.918313871255478
"795","PCSK5",0.750097215208843
"796","TLE4",1.20198006370062
"797","HNRNPK",1.09439808018937
"798","DAPK1",0.843729537184031
"799","GABBR2",0.977800595811693
"800","PCDH19",0.770758583815625
"801","CLCN4",0.926954721513044
"802","IRS4",1
"803","TRPC5",1.01049236342224
"804","WDR44",0.78974234137507
"805","GRIA3",1.08478874385734
"806","THOC2",1.366934485873
"807","STAG2",0.90574480066827
"808","SMARCA1",0.714601182423655
"809","SLC9A6",0.737494109172988
"810","PDZD4",0.897815340963269
"811","HCFC1",0.609064669949408
"812","FLNA",1.3107171461673
"813","RPS6KA3",0.885440411918409
"814","KLHL15",0.951010536427153
"815","EIF2S3",1
"816","MED14",1.28426418411406
"817","USP9X",0.809283424333606
"818","DDX3X",1
"819","CASK",1.08478874385734
"820","RBM10",1.17676661879958
"821","UBA1",0.609781617317996
"822","USP11",1.93414845096731
"823","KDM5C",1.22723875075941
"824","IQSEC2",0.984704909234062
"825","SMC1A",0.991232447295914
"826","HUWE1",0.547281298800205
"827","PHF8",0.768394788294888
"828","FAM120C",1
"829","NLGN4X",0.391473060147512
"830","MED12",1.35494981572507
"831","NLGN3",1.07529182085374
"832","ZMYM3",0.729026161567001
"833","TAF1",1.27302092763498
"834","OGT",0.90574480066827
"835","ATRX",0.813180974777338
"836","BRWD3",0.78974234137507
